caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_sports,act_leisure
2.01405E+13,Florida,"$100,000 to $149,999",85,Female,Employed - at work,Part time,0,240,0,240
2.01405E+13,Illinois,"$40,000 to $49,999",52,Female,Employed - at work,Full time,0,30,0,30
2.01405E+13,Rhode Island,"$12,500 to $14,999",56,Female,Employed - at work,Full time,0,340,0,340
2.01405E+13,North Carolina,"$35,000 to $39,999",59,Male,Employed - at work,Full time,460,346,0,346
2.01405E+13,North Carolina,"$100,000 to $149,999",66,Male,Employed - at work,Part time,465,75,90,165
2.01405E+13,Michigan,"$40,000 to $49,999",64,Female,Employed - at work,Full time,0,235,0,235
2.01405E+13,Maryland,"$150,000 and over",70,Female,Employed - at work,Full time,660,110,0,110
2.01405E+13,Wisconsin,"$75,000 to $99,999",61,Female,Employed - at work,Full time,410,130,0,130
2.01405E+13,Michigan,"$40,000 to $49,999",61,Female,Employed - at work,Full time,525,30,0,30
2.01405E+13,Texas,"$100,000 to $149,999",57,Male,Employed - at work,Full time,590,135,0,135
2.01405E+13,California,"$15,000 to $19,999",50,Male,Employed - at work,Full time,700,60,20,80
2.01405E+13,Kentucky,"$25,000 to $29,999",56,Female,Employed - at work,Full time,455,60,0,60
2.01405E+13,Virginia,"$40,000 to $49,999",60,Female,Employed - at work,Part time,213,225,0,225
2.01405E+13,Nebraska,"$100,000 to $149,999",50,Female,Employed - absent,Part time,0,472,30,502
2.01405E+13,Wisconsin,"$30,000 to $34,999",57,Female,Employed - at work,Full time,480,260,0,260
2.01405E+13,Maryland,"$150,000 and over",54,Female,Employed - at work,Part time,455,0,0,0
2.01405E+13,Iowa,"$40,000 to $49,999",74,Male,Employed - at work,Part time,150,210,0,210
2.01405E+13,New York,"$100,000 to $149,999",22,Male,Employed - at work,Part time,0,90,140,230
2.01405E+13,Illinois,"$50,000 to $59,999",65,Female,Employed - at work,Full time,0,575,0,575
2.01405E+13,Florida,"$12,500 to $14,999",59,Female,Employed - at work,Part time,350,345,0,345
2.01405E+13,Colorado,"$75,000 to $99,999",56,Male,Employed - at work,Full time,700,170,0,170
2.01405E+13,New Mexico,"$35,000 to $39,999",60,Female,Employed - at work,Full time,0,150,0,150
2.01405E+13,Texas,"$25,000 to $29,999",35,Male,Employed - at work,Full time,850,0,60,60
2.01405E+13,North Carolina,"$60,000 to $74,999",62,Female,Employed - at work,Full time,493,140,0,140
2.01405E+13,Wisconsin,"$75,000 to $99,999",51,Female,Employed - at work,Full time,470,120,0,120
2.01405E+13,Texas,"$150,000 and over",61,Male,Employed - at work,Full time,0,525,0,525
2.01405E+13,Maryland,"$60,000 to $74,999",60,Male,Employed - absent,Full time,0,330,0,330
2.01405E+13,Alabama,"$150,000 and over",52,Male,Employed - at work,Full time,750,90,0,90
2.01405E+13,Pennsylvania,"$12,500 to $14,999",65,Female,Employed - at work,Part time,380,199,0,199
2.01405E+13,North Dakota,"$12,500 to $14,999",53,Female,Employed - at work,Part time,60,495,30,525
2.01405E+13,Maine,"$150,000 and over",59,Male,Employed - at work,Full time,0,305,0,305
2.01405E+13,Florida,"$35,000 to $39,999",58,Male,Employed - at work,Part time,220,490,0,490
2.01405E+13,Ohio,"$50,000 to $59,999",52,Male,Employed - at work,Full time,65,275,0,275
2.01405E+13,South Carolina,"$60,000 to $74,999",51,Female,Employed - at work,Full time,0,60,90,150
2.01405E+13,Michigan,"$20,000 to $24,999",61,Female,Employed - at work,Full time,450,124,0,124
2.01405E+13,New Jersey,"$150,000 and over",62,Male,Employed - at work,Full time,0,110,120,230
2.01405E+13,California,"$25,000 to $29,999",66,Male,Employed - at work,Full time,0,390,240,630
2.01405E+13,Kansas,"$15,000 to $19,999",57,Female,Employed - at work,Full time,0,240,0,240
2.01405E+13,Kentucky,"$100,000 to $149,999",63,Male,Employed - at work,Part time,387,213,0,213
2.01405E+13,Indiana,"$50,000 to $59,999",65,Female,Employed - at work,Full time,3,110,0,110
2.01405E+13,California,"$40,000 to $49,999",51,Female,Employed - at work,Full time,432,120,0,120
2.01405E+13,New Jersey,"$100,000 to $149,999",76,Male,Employed - at work,Full time,0,290,0,290
2.01405E+13,New York,"$75,000 to $99,999",53,Female,Employed - at work,Full time,0,429,0,429
2.01405E+13,Pennsylvania,"$15,000 to $19,999",63,Female,Employed - at work,Part time,168,175,0,175
2.01405E+13,Minnesota,"$60,000 to $74,999",58,Female,Employed - at work,Part time,0,377,0,377
2.01405E+13,Virginia,"$150,000 and over",64,Male,Employed - at work,Full time,513,50,0,50
2.01405E+13,Massachusetts,"$100,000 to $149,999",58,Female,Employed - at work,Full time,414,114,0,114
2.01405E+13,Illinois,"$50,000 to $59,999",55,Female,Employed - at work,Part time,532,83,5,88
2.01405E+13,Nebraska,"$12,500 to $14,999",60,Female,Employed - at work,Full time,0,355,0,355
2.01405E+13,California,"$150,000 and over",61,Male,Employed - at work,Full time,548,195,0,195
2.01405E+13,Texas,"$150,000 and over",55,Female,Employed - at work,Full time,452,84,2,86
2.01405E+13,Pennsylvania,"$25,000 to $29,999",69,Male,Employed - at work,Part time,0,340,0,340
2.01405E+13,Wyoming,"$40,000 to $49,999",67,Male,Employed - at work,Full time,600,170,0,170
2.01405E+13,California,"$75,000 to $99,999",54,Male,Employed - at work,Full time,0,180,0,180
2.01405E+13,New York,"$75,000 to $99,999",56,Female,Employed - at work,Full time,0,238,0,238
2.01405E+13,California,"$150,000 and over",85,Male,Employed - at work,Part time,30,115,15,130
2.01405E+13,Iowa,"$60,000 to $74,999",64,Male,Employed - at work,Full time,995,0,0,0
2.01405E+13,Texas,"$75,000 to $99,999",62,Male,Employed - at work,Full time,300,300,60,360
2.01405E+13,Ohio,"$12,500 to $14,999",80,Female,Employed - at work,Part time,0,468,0,468
2.01405E+13,Texas,"$60,000 to $74,999",65,Female,Employed - at work,Full time,245,151,0,151
2.01405E+13,Colorado,"$60,000 to $74,999",67,Male,Employed - at work,Full time,430,300,75,375
2.01405E+13,Pennsylvania,"$50,000 to $59,999",64,Male,Employed - at work,Full time,0,613,0,613
2.01405E+13,Idaho,"$40,000 to $49,999",69,Female,Employed - at work,Part time,150,230,0,230
2.01405E+13,Georgia,"$12,500 to $14,999",68,Male,Employed - at work,Full time,371,446,0,446
2.01405E+13,Texas,"$30,000 to $34,999",75,Male,Employed - at work,Part time,0,60,630,690
2.01405E+13,Ohio,"$25,000 to $29,999",75,Female,Employed - at work,Part time,188,471,0,471
2.01406E+13,Virginia,"$50,000 to $59,999",51,Male,Employed - at work,Full time,0,240,0,240
2.01406E+13,Arizona,"$30,000 to $34,999",20,Female,Employed - at work,Full time,0,260,0,260
2.01406E+13,Georgia,"$150,000 and over",59,Female,Employed - at work,Full time,695,0,0,0
2.01406E+13,Illinois,"$40,000 to $49,999",62,Female,Employed - at work,Full time,420,235,0,235
2.01406E+13,Maryland,"$60,000 to $74,999",51,Male,Employed - at work,Full time,0,780,30,810
2.01406E+13,Michigan,"$60,000 to $74,999",52,Male,Employed - at work,Full time,0,260,480,740
2.01406E+13,Pennsylvania,"$25,000 to $29,999",58,Male,Employed - at work,Part time,0,450,0,450
2.01406E+13,Pennsylvania,"$35,000 to $39,999",50,Male,Employed - at work,Full time,0,55,0,55
2.01406E+13,Texas,"$150,000 and over",56,Male,Employed - at work,Full time,0,690,120,810
2.01406E+13,Georgia,"$50,000 to $59,999",58,Male,Employed - at work,Full time,0,0,0,0
2.01406E+13,Nevada,"$25,000 to $29,999",53,Male,Employed - at work,Full time,445,60,0,60
2.01406E+13,Ohio,"$20,000 to $24,999",56,Male,Employed - at work,Part time,210,225,0,225
2.01406E+13,Louisiana,"$75,000 to $99,999",51,Male,Employed - at work,Full time,418,120,30,150
2.01406E+13,Tennessee,"$20,000 to $24,999",61,Female,Employed - at work,Full time,485,293,0,293
2.01406E+13,Ohio,"$100,000 to $149,999",54,Male,Employed - at work,Full time,0,305,0,305
2.01406E+13,North Carolina,"$75,000 to $99,999",67,Male,Employed - at work,Full time,10,580,0,580
2.01406E+13,Virginia,"$75,000 to $99,999",73,Female,Employed - at work,Part time,100,475,75,550
2.01406E+13,South Dakota,"$40,000 to $49,999",70,Female,Employed - at work,Part time,245,320,0,320
2.01406E+13,Texas,"$150,000 and over",23,Male,Employed - at work,Full time,700,150,0,150
2.01406E+13,Texas,"$15,000 to $19,999",61,Male,Employed - at work,Full time,0,520,0,520
2.01406E+13,California,"$75,000 to $99,999",50,Male,Employed - at work,Full time,550,125,0,125
2.01406E+13,Hawaii,"$60,000 to $74,999",62,Female,Employed - at work,Full time,545,290,0,290
2.01406E+13,Florida,"$100,000 to $149,999",51,Female,Employed - at work,Full time,0,150,0,150
2.01406E+13,Wisconsin,"$100,000 to $149,999",61,Female,Employed - at work,Full time,0,255,0,255
2.01406E+13,Pennsylvania,"$150,000 and over",51,Female,Employed - at work,Part time,0,374,0,374
2.01406E+13,Kansas,"$75,000 to $99,999",51,Female,Employed - at work,Part time,245,240,0,240
2.01406E+13,Indiana,"$10,000 to $12,499",77,Male,Employed - at work,Part time,120,530,0,530
2.01406E+13,Virginia,"$35,000 to $39,999",54,Female,Employed - at work,Part time,360,400,120,520
2.01406E+13,New York,"$75,000 to $99,999",54,Female,Employed - at work,Full time,528,20,0,20
2.01406E+13,Michigan,"$100,000 to $149,999",62,Female,Employed - at work,Full time,0,450,30,480
2.01406E+13,Kansas,"Less than $5,000",59,Male,Employed - at work,Full time,0,585,0,585
2.01406E+13,Connecticut,"$75,000 to $99,999",67,Male,Employed - at work,Part time,0,300,60,360
2.01406E+13,Nevada,"$15,000 to $19,999",57,Female,Employed - at work,Part time,470,245,0,245
2.01406E+13,Arkansas,"$40,000 to $49,999",55,Male,Employed - at work,Full time,525,167,0,167
2.01406E+13,Florida,"$100,000 to $149,999",54,Female,Employed - at work,Full time,438,185,60,245
2.01406E+13,Florida,"$30,000 to $34,999",73,Male,Employed - at work,Part time,0,359,0,359
2.01406E+13,California,"$50,000 to $59,999",52,Female,Employed - at work,Part time,0,290,489,779
2.01406E+13,Texas,"$60,000 to $74,999",57,Male,Employed - at work,Full time,340,450,0,450
2.01406E+13,Wisconsin,"$25,000 to $29,999",61,Female,Employed - at work,Full time,465,275,0,275
2.01406E+13,Arkansas,"$15,000 to $19,999",50,Male,Employed - at work,Part time,10,50,105,155
2.01406E+13,Kansas,"$60,000 to $74,999",57,Female,Employed - at work,Full time,454,40,0,40
2.01406E+13,Oregon,"$20,000 to $24,999",62,Male,Employed - at work,Full time,425,245,150,395
2.01406E+13,California,"$12,500 to $14,999",59,Male,Employed - at work,Full time,0,260,0,260
2.01406E+13,New Jersey,"$60,000 to $74,999",63,Female,Employed - at work,Part time,415,266,0,266
2.01406E+13,California,"$100,000 to $149,999",59,Female,Employed - at work,Full time,405,240,0,240
2.01406E+13,Vermont,"$150,000 and over",65,Female,Employed - at work,Full time,25,55,0,55
2.01406E+13,Louisiana,"$100,000 to $149,999",59,Male,Employed - absent,Full time,0,710,0,710
2.01406E+13,Wisconsin,"$40,000 to $49,999",65,Male,Employed - at work,Full time,0,645,0,645
2.01406E+13,Florida,"$100,000 to $149,999",58,Female,Employed - at work,Full time,0,155,60,215
2.01406E+13,Florida,"$60,000 to $74,999",50,Female,Employed - at work,Part time,240,268,0,268
2.01406E+13,Florida,"$5,000 to $7,499",62,Female,Employed - at work,Part time,0,425,0,425
2.01406E+13,Utah,"$60,000 to $74,999",56,Female,Employed - at work,Full time,655,60,0,60
2.01406E+13,California,"$40,000 to $49,999",52,Male,Employed - at work,Full time,460,150,0,150
2.01406E+13,New York,"$25,000 to $29,999",61,Female,Employed - at work,Full time,0,285,0,285
2.01406E+13,Iowa,"$50,000 to $59,999",60,Female,Employed - at work,Part time,240,348,0,348
2.01406E+13,Pennsylvania,"$40,000 to $49,999",55,Male,Employed - at work,Full time,450,360,0,360
2.01406E+13,Texas,"$150,000 and over",56,Male,Employed - at work,Full time,0,360,0,360
2.01406E+13,Georgia,"$100,000 to $149,999",40,Male,Employed - at work,Full time,876,15,0,15
2.01406E+13,Florida,"$25,000 to $29,999",51,Male,Employed - at work,Full time,0,332,300,632
2.01406E+13,New York,"$40,000 to $49,999",69,Male,Employed - at work,Part time,165,345,60,405
2.01406E+13,Virginia,"$25,000 to $29,999",57,Male,Employed - at work,Full time,0,440,45,485
2.01406E+13,Nevada,"$150,000 and over",53,Male,Employed - at work,Full time,0,580,120,700
2.01406E+13,California,"$40,000 to $49,999",24,Female,Employed - at work,Part time,395,245,0,245
2.01406E+13,Kansas,"$30,000 to $34,999",65,Female,Employed - at work,Full time,545,50,0,50
2.01406E+13,Arkansas,"$25,000 to $29,999",58,Female,Employed - at work,Full time,480,190,0,190
2.01406E+13,Michigan,"$100,000 to $149,999",56,Male,Employed - at work,Full time,0,225,75,300
2.01406E+13,Ohio,"$25,000 to $29,999",60,Male,Employed - at work,Full time,0,315,0,315
2.01406E+13,Texas,"$50,000 to $59,999",63,Female,Employed - at work,Full time,495,260,0,260
2.01406E+13,Texas,"$35,000 to $39,999",23,Female,Employed - absent,Part time,60,480,30,510
2.01406E+13,California,"$50,000 to $59,999",57,Female,Employed - at work,Full time,0,120,0,120
2.01406E+13,Colorado,"$60,000 to $74,999",60,Male,Employed - at work,Full time,450,150,150,300
2.01406E+13,Maryland,"$150,000 and over",64,Female,Employed - at work,Full time,398,200,0,200
2.01406E+13,South Carolina,"$10,000 to $12,499",65,Male,Employed - at work,Full time,595,45,0,45
2.01406E+13,Michigan,"$10,000 to $12,499",22,Male,Employed - at work,Part time,530,60,0,60
2.01406E+13,Utah,"$5,000 to $7,499",63,Female,Employed - at work,Full time,0,366,90,456
2.01406E+13,Maryland,"$12,500 to $14,999",55,Female,Employed - at work,Full time,420,185,0,185
2.01406E+13,Massachusetts,"$75,000 to $99,999",60,Male,Employed - at work,Full time,650,0,0,0
2.01406E+13,Arkansas,"$100,000 to $149,999",62,Male,Employed - at work,Full time,0,415,0,415
2.01406E+13,Georgia,"$100,000 to $149,999",51,Male,Employed - at work,Full time,75,460,195,655
2.01406E+13,Michigan,"$25,000 to $29,999",57,Male,Employed - at work,Full time,5,565,60,625
2.01406E+13,Texas,"$15,000 to $19,999",58,Female,Employed - at work,Full time,480,85,0,85
2.01406E+13,Ohio,"$40,000 to $49,999",56,Male,Employed - at work,Full time,515,169,0,169
2.01406E+13,Wisconsin,"$50,000 to $59,999",60,Male,Employed - at work,Full time,0,520,0,520
2.01406E+13,Minnesota,"$75,000 to $99,999",51,Female,Employed - at work,Full time,565,180,0,180
2.01406E+13,Oregon,"$35,000 to $39,999",58,Female,Employed - at work,Part time,0,210,0,210
2.01406E+13,Connecticut,"$30,000 to $34,999",19,Female,Employed - at work,Part time,240,240,0,240
2.01406E+13,Ohio,"$75,000 to $99,999",59,Male,Employed - at work,Full time,565,70,0,70
2.01406E+13,Arizona,"$150,000 and over",58,Female,Employed - at work,Full time,680,125,0,125
2.01406E+13,Connecticut,"$100,000 to $149,999",60,Female,Employed - absent,Full time,0,180,0,180
2.01406E+13,Wisconsin,"$100,000 to $149,999",54,Female,Employed - at work,Full time,705,95,60,155
2.01406E+13,Florida,"$50,000 to $59,999",58,Male,Employed - at work,Full time,471,382,0,382
2.01406E+13,Nebraska,"$20,000 to $24,999",60,Female,Employed - at work,Full time,324,263,0,263
2.01406E+13,South Carolina,"$40,000 to $49,999",62,Female,Employed - at work,Full time,0,300,120,420
2.01406E+13,Louisiana,"$50,000 to $59,999",55,Female,Employed - at work,Full time,285,0,0,0
2.01406E+13,California,"$75,000 to $99,999",28,Female,Employed - at work,Full time,50,615,0,615
2.01406E+13,Ohio,"$30,000 to $34,999",51,Male,Employed - at work,Full time,0,495,0,495
2.01406E+13,California,"$60,000 to $74,999",52,Female,Employed - at work,Full time,0,240,0,240
2.01406E+13,Florida,"$60,000 to $74,999",57,Male,Employed - at work,Full time,0,678,0,678
2.01406E+13,Minnesota,"$75,000 to $99,999",59,Female,Employed - at work,Full time,660,60,0,60
2.01406E+13,South Carolina,"$25,000 to $29,999",44,Female,Employed - at work,Full time,15,90,0,90
2.01406E+13,Pennsylvania,"$20,000 to $24,999",58,Male,Employed - at work,Full time,480,360,0,360
2.01406E+13,California,"$7,500 to $9,999",61,Male,Employed - at work,Full time,575,230,0,230
2.01406E+13,Florida,"$25,000 to $29,999",70,Female,Employed - at work,Part time,150,450,0,450
2.01406E+13,Tennessee,"$35,000 to $39,999",52,Female,Employed - at work,Full time,570,150,0,150
2.01406E+13,Texas,"$30,000 to $34,999",23,Female,Employed - at work,Part time,155,219,25,244
2.01406E+13,Colorado,"$100,000 to $149,999",56,Female,Employed - at work,Part time,244,125,90,215
2.01406E+13,Minnesota,"$15,000 to $19,999",62,Male,Employed - at work,Full time,0,223,0,223
2.01406E+13,Virginia,"$25,000 to $29,999",62,Male,Employed - at work,Full time,265,240,270,510
2.01406E+13,New York,"$100,000 to $149,999",51,Female,Employed - at work,Full time,525,120,90,210
2.01406E+13,Louisiana,"$25,000 to $29,999",66,Female,Employed - at work,Part time,0,150,0,150
2.01406E+13,New Jersey,"$150,000 and over",72,Male,Employed - at work,Full time,600,120,0,120
2.01406E+13,North Carolina,"$75,000 to $99,999",64,Female,Employed - at work,Part time,0,390,240,630
2.01406E+13,California,"$100,000 to $149,999",66,Female,Employed - at work,Full time,526,193,0,193
2.01406E+13,California,"$100,000 to $149,999",66,Female,Employed - at work,Full time,0,660,75,735
2.01406E+13,Ohio,"$50,000 to $59,999",50,Male,Employed - at work,Full time,555,0,160,160
2.01406E+13,Pennsylvania,"$150,000 and over",62,Female,Employed - at work,Part time,0,420,0,420
2.01406E+13,California,"$50,000 to $59,999",57,Female,Employed - at work,Full time,0,352,0,352
2.01406E+13,New York,"$100,000 to $149,999",51,Female,Employed - at work,Full time,490,225,0,225
2.01406E+13,Iowa,"$60,000 to $74,999",52,Male,Employed - absent,Full time,0,765,0,765
2.01406E+13,California,"$60,000 to $74,999",58,Female,Employed - at work,Part time,0,90,0,90
2.01406E+13,Michigan,"$50,000 to $59,999",55,Female,Employed - at work,Full time,0,720,0,720
2.01406E+13,Montana,"$40,000 to $49,999",57,Female,Employed - at work,Full time,0,260,0,260
2.01406E+13,Pennsylvania,"$60,000 to $74,999",69,Male,Employed - at work,Full time,0,584,0,584
2.01406E+13,Maryland,"$40,000 to $49,999",80,Male,Employed - at work,Part time,450,170,63,233
