"state","fam_income","race","age","sex","emp","fullpart","work","travel","household","pcare","leisure","race.new","income.new"
"Iowa","$50,000 to $59,999","White only",31,"Male","Employed - at work","Full time",130,20,190,580,190,"White only","$50k-$75k"
"Indiana","$150,000 and over","White only",41,"Female","Employed - at work","Part time",10,92,275,675,285,"White only","$100k+"
"New York","$75,000 to $99,999","White only",41,"Female","Employed - at work","Full time",485,115,55,510,60,"White only","$75k-$100k"
"Virginia","$100,000 to $149,999","White only",24,"Female","Employed - at work","Full time",465,165,5,600,20,"White only","$100k+"
"Michigan","$75,000 to $99,999","White only",37,"Male","Employed - at work","Full time",530,155,0,440,180,"White only","$75k-$100k"
"Ohio","$100,000 to $149,999","White only",42,"Male","Employed - at work","Full time",0,149,0,585,235,"White only","$100k+"
"Maryland","$150,000 and over","White only",40,"Male","Employed - at work","Full time",16,66,25,476,356,"White only","$100k+"
"Texas","$25,000 to $29,999","White only",24,"Female","Employed - at work","Full time",0,0,60,665,315,"White only","$25k-$50k"
"New York","$35,000 to $39,999","White only",49,"Male","Employed - at work","Full time",600,95,0,565,180,"White only","$25k-$50k"
"North Carolina","$40,000 to $49,999","White only",40,"Male","Employed - at work","Full time",277,339,0,709,75,"White only","$25k-$50k"
"New Jersey","$30,000 to $34,999","White only",43,"Male","Employed - at work","Full time",690,120,0,525,0,"White only","$25k-$50k"
"Alabama","$75,000 to $99,999","White only",48,"Female","Employed - at work","Full time",485,20,0,510,395,"White only","$75k-$100k"
"New Mexico","$20,000 to $24,999","White only",30,"Female","Employed - at work","Part time",540,30,120,465,150,"White only","Below $25k"
"Arizona","$40,000 to $49,999","White only",30,"Female","Employed - at work","Full time",480,70,60,560,210,"White only","$25k-$50k"
"South Dakota","$60,000 to $74,999","White only",49,"Female","Employed - at work","Part time",0,40,155,660,370,"White only","$50k-$75k"
"Minnesota","$75,000 to $99,999","White only",43,"Female","Employed - at work","Full time",0,30,0,729,650,"White only","$75k-$100k"
"Maryland","$50,000 to $59,999","Black only",37,"Female","Employed - at work","Full time",30,0,65,550,430,"Black only","$50k-$75k"
"Connecticut","$150,000 and over","White only",16,"Male","Employed - at work","Part time",225,50,0,515,140,"White only","$100k+"
"Arizona","$15,000 to $19,999","White only",25,"Female","Employed - at work","Full time",510,105,0,485,200,"White only","Below $25k"
"California","$100,000 to $149,999","White only",39,"Female","Employed - at work","Full time",460,99,55,591,165,"White only","$100k+"
"Missouri","$60,000 to $74,999","White only",41,"Male","Employed - at work","Full time",585,50,45,585,115,"White only","$50k-$75k"
"New York","$150,000 and over","White only",39,"Female","Employed - at work","Full time",20,40,175,475,290,"White only","$100k+"
"Michigan","$75,000 to $99,999","White only",37,"Female","Employed - at work","Full time",509,90,80,630,45,"White only","$75k-$100k"
"Illinois","$150,000 and over","White only",17,"Female","Employed - at work","Part time",0,54,15,765,220,"White only","$100k+"
"Arizona","$30,000 to $34,999","White only",45,"Male","Employed - at work","Part time",0,75,375,585,244,"White only","$25k-$50k"
"California","$25,000 to $29,999","White only",45,"Male","Employed - at work","Full time",0,80,45,690,325,"White only","$25k-$50k"
"Nebraska","$35,000 to $39,999","White only",45,"Male","Employed - at work","Full time",0,60,440,630,230,"White only","$25k-$50k"
"Pennsylvania","$60,000 to $74,999","White only",32,"Male","Employed - at work","Full time",780,70,0,510,60,"White only","$50k-$75k"
"Washington","$50,000 to $59,999","White only",33,"Female","Employed - at work","Full time",0,45,120,180,960,"White only","$50k-$75k"
"Arizona","$60,000 to $74,999","White only",41,"Female","Employed - at work","Part time",0,135,270,585,240,"White only","$50k-$75k"
"Virginia","$100,000 to $149,999","Black only",44,"Female","Employed - at work","Full time",0,135,0,650,300,"Black only","$100k+"
"Oklahoma","$30,000 to $34,999","White only",42,"Male","Employed - at work","Full time",0,0,525,595,300,"White only","$25k-$50k"
"New York","$50,000 to $59,999","White only",28,"Female","Employed - at work","Part time",486,34,60,600,245,"White only","$50k-$75k"
"Indiana","$75,000 to $99,999","Black only",29,"Male","Employed - at work","Full time",750,150,0,290,85,"Black only","$75k-$100k"
"South Dakota","$100,000 to $149,999","White only",32,"Male","Employed - at work","Full time",0,0,0,1020,330,"White only","$100k+"
"Maryland","$50,000 to $59,999","White only",37,"Female","Employed - at work","Part time",770,145,10,345,0,"White only","$50k-$75k"
"Texas","$20,000 to $24,999","White only",25,"Male","Employed - at work","Full time",0,34,0,1316,60,"White only","Below $25k"
"Pennsylvania","$75,000 to $99,999","White only",33,"Female","Employed - at work","Full time",0,0,315,555,265,"White only","$75k-$100k"
"Georgia","$75,000 to $99,999","White only",31,"Male","Employed - at work","Full time",30,0,420,660,215,"White only","$75k-$100k"
"California","$10,000 to $12,499","White only",35,"Female","Employed - at work","Full time",903,42,65,300,0,"White only","Below $25k"
"New Hampshire","$75,000 to $99,999","White only",36,"Female","Employed - at work","Part time",0,10,395,590,210,"White only","$75k-$100k"
"Hawaii","$50,000 to $59,999","White-American Indian",47,"Female","Employed - at work","Full time",30,10,190,610,270,"Mixed/Other","$50k-$75k"
"Maryland","$100,000 to $149,999","Black only",39,"Male","Employed - at work","Full time",475,138,0,440,255,"Black only","$100k+"
"Minnesota","$50,000 to $59,999","White only",26,"Female","Employed - at work","Full time",0,0,150,560,85,"White only","$50k-$75k"
"Wisconsin","$25,000 to $29,999","Asian only",47,"Male","Employed - at work","Part time",0,50,50,540,790,"Asian only","$25k-$50k"
"Florida","$150,000 and over","White only",46,"Female","Employed - at work","Full time",0,40,260,645,170,"White only","$100k+"
"Oregon","$100,000 to $149,999","White only",41,"Male","Employed - at work","Full time",0,120,262,480,323,"White only","$100k+"
"Michigan","$75,000 to $99,999","Asian only",40,"Male","Employed - at work","Full time",0,75,0,585,480,"Asian only","$75k-$100k"
"Ohio","$40,000 to $49,999","Black only",30,"Female","Employed - at work","Full time",495,127,20,483,45,"Black only","$25k-$50k"
"California","$35,000 to $39,999","White only",38,"Male","Employed - at work","Full time",0,165,345,625,210,"White only","$25k-$50k"
"Wisconsin","$60,000 to $74,999","White only",28,"Male","Employed - at work","Full time",600,89,0,435,137,"White only","$50k-$75k"
"Texas","$75,000 to $99,999","Black-Asian",18,"Female","Employed - at work","Part time",450,20,0,760,120,"Mixed/Other","$75k-$100k"
"Massachusetts","$40,000 to $49,999","White only",32,"Female","Employed - at work","Part time",0,145,60,675,490,"White only","$25k-$50k"
"New York","$35,000 to $39,999","Black only",43,"Male","Employed - at work","Full time",305,165,0,490,350,"Black only","$25k-$50k"
"Wisconsin","$20,000 to $24,999","White only",24,"Male","Employed - at work","Full time",0,95,160,778,280,"White only","Below $25k"
"Maryland","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",0,50,55,560,670,"White only","$100k+"
"Georgia","$60,000 to $74,999","Asian only",39,"Female","Employed - at work","Part time",40,52,267,615,110,"Asian only","$50k-$75k"
"Connecticut","$150,000 and over","White only",45,"Female","Employed - at work","Part time",0,115,150,585,305,"White only","$100k+"
"New York","$40,000 to $49,999","White only",48,"Male","Employed - at work","Full time",480,85,0,570,60,"White only","$25k-$50k"
"Florida","$100,000 to $149,999","White only",26,"Female","Employed - at work","Full time",330,70,0,795,120,"White only","$100k+"
"Washington","$40,000 to $49,999","White only",28,"Male","Employed - at work","Full time",280,50,0,670,355,"White only","$25k-$50k"
"West Virginia","$7,500 to $9,999","White only",44,"Male","Employed - absent","Part time",120,0,750,345,90,"White only","Below $25k"
"Arizona","$60,000 to $74,999","White only",38,"Male","Employed - absent","Full time",0,90,100,730,242,"White only","$50k-$75k"
"Virginia","$100,000 to $149,999","White only",43,"Male","Employed - at work","Full time",120,30,135,553,512,"White only","$100k+"
"Minnesota","$60,000 to $74,999","White only",47,"Male","Employed - at work","Full time",540,120,90,465,120,"White only","$50k-$75k"
"Texas","$40,000 to $49,999","White only",41,"Female","Employed - at work","Full time",0,10,60,420,400,"White only","$25k-$50k"
"Oregon","$100,000 to $149,999","White only",47,"Female","Employed - at work","Full time",0,20,445,450,355,"White only","$100k+"
"California","$75,000 to $99,999","White only",43,"Male","Employed - at work","Full time",90,16,0,810,419,"White only","$75k-$100k"
"Florida","$100,000 to $149,999","White only",45,"Female","Employed - at work","Full time",0,70,120,660,530,"White only","$100k+"
"Tennessee","$40,000 to $49,999","White only",32,"Female","Employed - at work","Full time",495,102,75,528,170,"White only","$25k-$50k"
"Florida","$50,000 to $59,999","White only",47,"Female","Employed - at work","Full time",485,25,60,590,135,"White only","$50k-$75k"
"Georgia","$75,000 to $99,999","White only",34,"Male","Employed - at work","Full time",317,60,210,655,0,"White only","$75k-$100k"
"Missouri","$40,000 to $49,999","White only",39,"Male","Employed - at work","Full time",1245,83,2,110,0,"White only","$25k-$50k"
"Nevada","$30,000 to $34,999","White only",34,"Female","Employed - at work","Full time",0,71,75,680,224,"White only","$25k-$50k"
"Florida","$60,000 to $74,999","White only",43,"Male","Employed - at work","Part time",315,195,60,690,90,"White only","$50k-$75k"
"Washington","$15,000 to $19,999","White only",42,"Female","Employed - at work","Full time",263,34,228,600,255,"White only","Below $25k"
"Ohio","$100,000 to $149,999","White only",41,"Female","Employed - absent","Part time",0,40,225,625,265,"White only","$100k+"
"Nebraska","$30,000 to $34,999","White only",38,"Male","Employed - at work","Full time",0,87,218,630,325,"White only","$25k-$50k"
"Massachusetts","$75,000 to $99,999","White only",41,"Female","Employed - at work","Full time",470,91,47,470,103,"White only","$75k-$100k"
"Oklahoma","$60,000 to $74,999","Black only",35,"Female","Employed - absent","Full time",0,35,450,445,270,"Black only","$50k-$75k"
"New Jersey","$100,000 to $149,999","Asian only",38,"Female","Employed - at work","Full time",563,20,0,720,50,"Asian only","$100k+"
"Texas","$10,000 to $12,499","Black only",29,"Female","Employed - at work","Full time",900,135,45,225,60,"Black only","Below $25k"
"Maryland","$25,000 to $29,999","White only",16,"Female","Employed - at work","Part time",0,130,0,760,135,"White only","$25k-$50k"
"Texas","$75,000 to $99,999","White only",32,"Male","Employed - at work","Full time",580,105,55,520,145,"White only","$75k-$100k"
"Maryland","$150,000 and over","White only",48,"Male","Employed - at work","Full time",874,50,10,450,0,"White only","$100k+"
"Ohio","$150,000 and over","White only",47,"Male","Employed - at work","Full time",20,49,60,480,426,"White only","$100k+"
"Texas","$20,000 to $24,999","White only",26,"Female","Employed - at work","Full time",470,65,60,555,130,"White only","Below $25k"
"Missouri","$75,000 to $99,999","Black only",48,"Female","Employed - at work","Full time",550,60,15,525,80,"Black only","$75k-$100k"
"Alabama","$150,000 and over","White only",42,"Female","Employed - at work","Full time",410,110,145,500,103,"White only","$100k+"
"South Dakota","$20,000 to $24,999","White only",34,"Male","Employed - at work","Full time",615,75,0,510,75,"White only","Below $25k"
"Pennsylvania","$60,000 to $74,999","White only",22,"Male","Employed - at work","Full time",0,190,0,630,370,"White only","$50k-$75k"
"New York","$60,000 to $74,999","Asian only",38,"Male","Employed - at work","Full time",689,73,0,596,20,"Asian only","$50k-$75k"
"Alabama","$150,000 and over","White only",41,"Male","Employed - at work","Full time",345,315,0,525,255,"White only","$100k+"
"Texas","$75,000 to $99,999","White only",42,"Male","Employed - at work","Full time",488,70,0,473,150,"White only","$75k-$100k"
"Texas","$60,000 to $74,999","White only",35,"Male","Employed - at work","Full time",662,42,20,428,180,"White only","$50k-$75k"
"Maryland","$100,000 to $149,999","White only",41,"Male","Employed - at work","Full time",0,145,15,435,490,"White only","$100k+"
"Florida","$40,000 to $49,999","White only",25,"Female","Employed - at work","Full time",0,30,0,750,440,"White only","$25k-$50k"
"New Jersey","$100,000 to $149,999","White only",38,"Male","Employed - at work","Full time",0,42,145,620,228,"White only","$100k+"
"Massachusetts","$50,000 to $59,999","White only",32,"Female","Employed - at work","Full time",788,90,9,541,0,"White only","$50k-$75k"
"California","$150,000 and over","Asian only",39,"Male","Employed - at work","Full time",520,55,5,515,255,"Asian only","$100k+"
"Texas","$30,000 to $34,999","American Indian, Alaskan Native",40,"Male","Employed - at work","Full time",465,120,45,450,315,"Mixed/Other","$25k-$50k"
"Michigan","$100,000 to $149,999","White only",37,"Male","Employed - at work","Full time",664,130,34,480,0,"White only","$100k+"
"California","$150,000 and over","Asian only",40,"Female","Employed - at work","Full time",30,100,150,495,205,"Asian only","$100k+"
"Texas","$100,000 to $149,999","White only",41,"Female","Employed - at work","Full time",0,90,0,600,430,"White only","$100k+"
"Arkansas","$20,000 to $24,999","White only",30,"Female","Employed - at work","Full time",0,80,270,885,0,"White only","Below $25k"
"Virginia","$12,500 to $14,999","Black only",45,"Male","Employed - at work","Full time",775,10,0,655,0,"Black only","Below $25k"
"North Carolina","$75,000 to $99,999","White only",46,"Female","Employed - at work","Part time",0,45,60,865,245,"White only","$75k-$100k"
"Hawaii","$75,000 to $99,999","Asian only",30,"Male","Employed - at work","Full time",0,20,0,690,650,"Asian only","$75k-$100k"
