state,fam_income,race,age,sex,emp,fullpart,work,travel,household,pcare,leisure
Georgia,"$75,000 to $99,999",White only,34,Male,Employed - at work,Full time,0,51,110,580,400
Ohio,"$7,500 to $9,999",White only,43,Female,Employed - at work,Part time,0,0,60,610,750
Virginia,"$60,000 to $74,999",Asian only,40,Male,Employed - at work,Full time,0,60,90,630,300
Texas,"$50,000 to $59,999",White only,30,Female,Employed - at work,Full time,530,80,25,510,225
North Carolina,"$15,000 to $19,999",White only,47,Male,Employed - at work,Full time,480,55,75,435,285
Minnesota,"$30,000 to $34,999",White only,16,Male,Employed - at work,Part time,0,255,360,450,300
Minnesota,"$25,000 to $29,999",White only,32,Male,Employed - at work,Full time,766,33,0,550,49
Minnesota,"$75,000 to $99,999",White only,34,Female,Employed - at work,Full time,510,70,3,600,95
Ohio,"$50,000 to $59,999",White only,42,Female,Employed - at work,Full time,530,120,10,360,300
New Jersey,"$150,000 and over",White only,38,Male,Employed - at work,Full time,120,0,570,570,60
Utah,"$60,000 to $74,999",White only,29,Female,Employed - at work,Part time,245,80,210,540,105
Michigan,"$20,000 to $24,999",White only,33,Female,Employed - at work,Part time,0,180,195,555,156
Massachusetts,"$150,000 and over",White only,41,Female,Employed - at work,Full time,546,44,45,515,130
Illinois,"$75,000 to $99,999",White only,31,Male,Employed - at work,Full time,510,80,135,505,120
Alaska,"$35,000 to $39,999",White only,25,Male,Employed - at work,Full time,960,10,0,410,20
California,"$75,000 to $99,999",White only,34,Male,Employed - at work,Full time,60,40,315,574,353
Texas,"$40,000 to $49,999",White only,26,Male,Employed - at work,Full time,590,67,35,580,105
Missouri,"$75,000 to $99,999",White only,42,Female,Employed - at work,Full time,216,74,137,683,60
South Carolina,"$75,000 to $99,999",White only,41,Female,Employed - at work,Full time,580,50,79,464,145
Colorado,"$30,000 to $34,999",White only,40,Male,Employed - at work,Full time,476,164,15,530,98
Washington,"$35,000 to $39,999",Black only,48,Male,Employed - at work,Full time,0,0,80,615,595
New York,"Less than $5,000",White only,17,Male,Employed - at work,Part time,0,30,0,540,830
Wisconsin,"$100,000 to $149,999",White only,37,Female,Employed - at work,Full time,0,51,100,775,185
Minnesota,"$100,000 to $149,999",White only,35,Female,Employed - at work,Full time,505,135,50,410,165
Missouri,"$100,000 to $149,999",Black only,34,Female,Employed - at work,Full time,493,134,15,510,45
New Jersey,"$150,000 and over",White only,42,Female,Employed - at work,Full time,0,72,453,510,0
Idaho,"$50,000 to $59,999",White only,39,Male,Employed - at work,Full time,545,30,25,425,295
California,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,459,194,59,430,115
Michigan,"$100,000 to $149,999",White only,49,Female,Employed - at work,Full time,105,160,220,500,120
North Carolina,"$35,000 to $39,999",Black only,27,Male,Employed - at work,Full time,0,150,60,825,180
Minnesota,"$25,000 to $29,999",White only,37,Male,Employed - at work,Full time,0,90,120,1019,60
Missouri,"$10,000 to $12,499",Black only,25,Female,Employed - at work,Full time,460,127,35,465,205
Connecticut,"$20,000 to $24,999",White only,44,Female,Employed - at work,Full time,1,0,60,720,614
New Jersey,"$30,000 to $34,999",White only,41,Female,Employed - at work,Full time,592,32,0,510,100
Oklahoma,"$20,000 to $24,999",White only,29,Male,Employed - at work,Full time,297,93,55,540,85
South Carolina,"$40,000 to $49,999",White only,33,Female,Employed - at work,Full time,150,140,0,360,685
Kentucky,"$60,000 to $74,999",White only,43,Male,Employed - at work,Full time,0,48,330,540,392
Missouri,"$150,000 and over",White only,34,Female,Employed - at work,Full time,470,87,68,585,15
Ohio,"$25,000 to $29,999",White only,32,Female,Employed - at work,Full time,0,20,330,735,275
Georgia,"$75,000 to $99,999",White only,49,Male,Employed - at work,Full time,10,140,125,555,415
North Carolina,"$75,000 to $99,999",White only,35,Female,Employed - at work,Part time,210,140,120,470,265
Washington,"$75,000 to $99,999",White only,35,Female,Employed - at work,Full time,0,163,0,390,240
Texas,"$40,000 to $49,999",White only,42,Female,Employed - at work,Full time,467,60,51,572,60
New Jersey,"$150,000 and over",White only,43,Female,Employed - at work,Full time,600,110,85,370,110
Kansas,"$75,000 to $99,999",White only,16,Male,Employed - absent,Part time,0,85,0,515,173
Alabama,"$50,000 to $59,999",White only,31,Female,Employed - at work,Full time,440,150,30,490,180
New Jersey,"$60,000 to $74,999",White only,44,Male,Employed - at work,Full time,0,40,435,575,120
Illinois,"$150,000 and over",Black only,37,Female,Employed - at work,Full time,0,155,175,610,165
Michigan,"$75,000 to $99,999",Black only,33,Female,Employed - at work,Full time,699,80,70,440,0
Kansas,"$100,000 to $149,999",White only,31,Male,Employed - at work,Full time,0,60,160,525,180
Hawaii,"$75,000 to $99,999",Hawaiian Pacific Islander only,29,Female,Employed - at work,Full time,455,45,0,470,403
Illinois,"$75,000 to $99,999",White only,49,Female,Employed - at work,Full time,440,20,15,555,330
Washington,"$20,000 to $24,999",White only,32,Female,Employed - at work,Part time,291,140,202,365,190
California,"$75,000 to $99,999",Black only,35,Female,Employed - at work,Full time,0,175,40,495,515
New York,"$75,000 to $99,999",White only,49,Female,Employed - at work,Part time,90,59,182,580,300
Indiana,"$30,000 to $34,999",White only,45,Female,Employed - at work,Full time,0,45,370,680,270
California,"$150,000 and over",White only,49,Female,Employed - at work,Full time,30,121,145,540,531
Nebraska,"$30,000 to $34,999",White only,43,Male,Employed - at work,Full time,270,190,60,420,425
Georgia,"$40,000 to $49,999",Black only,25,Female,Employed - at work,Full time,635,30,10,570,165
North Carolina,"$50,000 to $59,999",White only,30,Male,Employed - at work,Full time,0,20,90,520,455
Florida,"$30,000 to $34,999",White only,39,Male,Employed - at work,Full time,0,10,150,710,330
Illinois,"$75,000 to $99,999",White only,24,Male,Employed - at work,Full time,510,45,90,510,210
New Hampshire,"$60,000 to $74,999",White only,43,Male,Employed - at work,Full time,300,270,0,540,45
Arkansas,"$75,000 to $99,999",White only,34,Male,Employed - at work,Full time,0,45,255,560,360
Maine,"$5,000 to $7,499",White only,35,Male,Employed - at work,Full time,525,30,225,600,0
Colorado,"$60,000 to $74,999",White only,19,Female,Employed - at work,Full time,0,370,0,420,350
Missouri,"$40,000 to $49,999",White only,38,Male,Employed - at work,Full time,0,30,10,540,840
Colorado,"$100,000 to $149,999",White only,19,Female,Employed - at work,Part time,410,55,20,740,65
Colorado,"$25,000 to $29,999",White only,47,Female,Employed - at work,Full time,425,50,30,555,235
California,"$60,000 to $74,999",White only,38,Female,Employed - at work,Part time,0,240,750,211,0
Mississippi,"$60,000 to $74,999",White only,31,Male,Employed - at work,Full time,480,55,20,570,300
New York,"$75,000 to $99,999",White only,37,Female,Employed - at work,Full time,0,53,65,725,237
New York,"$30,000 to $34,999",White only,38,Male,Employed - at work,Full time,5,60,45,550,470
Wisconsin,"$50,000 to $59,999",White only,18,Male,Employed - at work,Full time,475,25,0,565,150
Kentucky,"$35,000 to $39,999",White only,48,Male,Employed - at work,Full time,0,31,600,480,224
Florida,"$35,000 to $39,999",White only,48,Male,Employed - at work,Full time,530,25,30,510,320
California,"$75,000 to $99,999",White only,47,Female,Employed - at work,Part time,0,70,415,630,190
Illinois,"$100,000 to $149,999",White only,22,Male,Employed - at work,Full time,615,35,0,635,60
Kansas,"$75,000 to $99,999",White only,48,Female,Employed - at work,Full time,0,62,290,500,263
Ohio,"$60,000 to $74,999",White only,47,Female,Employed - absent,Part time,0,45,90,420,70
Texas,"$75,000 to $99,999",White only,40,Female,Employed - at work,Full time,0,25,600,300,515
Michigan,"$75,000 to $99,999",White only,38,Male,Employed - at work,Full time,0,77,285,465,388
California,"$20,000 to $24,999",White only,27,Male,Employed - at work,Full time,463,78,11,450,150
Missouri,"$60,000 to $74,999",White only,43,Male,Employed - at work,Full time,0,0,240,570,480
New York,"$75,000 to $99,999",White only,30,Female,Employed - at work,Full time,495,102,55,610,33
Kansas,"$50,000 to $59,999",White only,35,Female,Employed - at work,Part time,20,0,133,355,290
Colorado,"$40,000 to $49,999",White only,43,Male,Employed - at work,Full time,444,57,65,510,195
Oklahoma,"$50,000 to $59,999",White only,22,Male,Employed - at work,Full time,600,60,30,660,0
Texas,"$60,000 to $74,999",White only,27,Male,Employed - at work,Full time,0,20,205,705,255
Massachusetts,"$150,000 and over",Asian only,38,Male,Employed - at work,Full time,0,95,230,560,245
New Jersey,"$150,000 and over",White only,46,Female,Employed - at work,Part time,10,112,288,625,125
North Carolina,"$40,000 to $49,999",White only,36,Male,Employed - at work,Full time,690,90,0,485,25
Wisconsin,"$100,000 to $149,999",White only,32,Male,Employed - at work,Full time,462,38,150,650,120
California,"$40,000 to $49,999",White only,29,Male,Employed - at work,Full time,320,180,35,490,240
Arizona,"$75,000 to $99,999",White only,43,Female,Employed - at work,Full time,20,164,62,470,605
Florida,"$100,000 to $149,999",White only,37,Female,Employed - at work,Full time,0,111,165,655,128
Delaware,"$60,000 to $74,999",White only,35,Female,Employed - at work,Full time,503,14,75,480,268
California,"$12,500 to $14,999",White only,35,Female,Employed - at work,Full time,450,60,210,570,60
Illinois,"$50,000 to $59,999",White only,19,Male,Employed - at work,Full time,0,50,0,837,488
Texas,"$50,000 to $59,999",Black only,33,Male,Employed - at work,Full time,0,192,45,555,375
Texas,"$60,000 to $74,999",White only,46,Male,Employed - at work,Full time,0,240,530,570,40
Tennessee,"$5,000 to $7,499",White only,43,Female,Employed - at work,Part time,0,0,390,570,360
Texas,"$60,000 to $74,999",White only,36,Female,Employed - at work,Full time,464,65,92,530,60
Louisiana,"$20,000 to $24,999",White only,44,Female,Employed - at work,Full time,0,65,90,555,644
Texas,"$100,000 to $149,999",White only,17,Male,Employed - at work,Part time,0,10,30,450,550
California,"$60,000 to $74,999",Black only,26,Female,Employed - at work,Full time,390,105,0,570,265
Texas,"$150,000 and over",White only,38,Male,Employed - at work,Full time,0,30,235,610,375
Maryland,"$75,000 to $99,999",Black only,48,Female,Employed - at work,Full time,0,112,35,436,251
Georgia,"$150,000 and over",White only,46,Male,Employed - at work,Full time,0,20,390,630,120
Illinois,"$30,000 to $34,999",Black only,46,Male,Employed - at work,Full time,0,20,0,920,390
Minnesota,"$150,000 and over",White only,32,Female,Employed - at work,Full time,0,102,15,460,593
New Jersey,"$100,000 to $149,999",White only,40,Male,Employed - at work,Full time,100,5,415,570,300
New York,"$50,000 to $59,999",White only,47,Female,Employed - at work,Part time,0,77,238,520,320
Massachusetts,"$100,000 to $149,999",White only,49,Male,Employed - at work,Full time,210,61,25,474,650
Texas,"$10,000 to $12,499",White only,34,Female,Employed - at work,Part time,180,30,40,565,620
Massachusetts,"$100,000 to $149,999",White only,17,Female,Employed - at work,Full time,240,110,0,690,170
Missouri,"$25,000 to $29,999",White only,23,Female,Employed - at work,Full time,0,95,145,750,225
New York,"$50,000 to $59,999",White only,38,Female,Employed - at work,Part time,40,63,340,410,252
New York,"$100,000 to $149,999",White only,48,Male,Employed - at work,Full time,334,113,38,420,290
Missouri,"$40,000 to $49,999",White only,31,Female,Employed - at work,Full time,535,110,30,493,60
North Carolina,"$40,000 to $49,999",White only,43,Male,Employed - at work,Full time,600,50,0,650,70
Missouri,"$35,000 to $39,999",White only,49,Male,Employed - absent,Full time,0,90,90,660,420
California,"$50,000 to $59,999",White only,46,Female,Employed - at work,Full time,0,0,360,540,440
Maryland,"$100,000 to $149,999","American Indian, Alaskan Native",38,Female,Employed - at work,Part time,433,32,40,540,105
Colorado,"$25,000 to $29,999",White only,18,Male,Employed - at work,Part time,0,3,75,435,822
Ohio,"$50,000 to $59,999",White only,41,Male,Employed - at work,Full time,0,68,45,540,512
Michigan,"$100,000 to $149,999",Asian only,37,Female,Employed - at work,Full time,0,0,295,725,180
Virginia,"$100,000 to $149,999",Asian only,41,Male,Employed - at work,Full time,630,155,0,290,150
New Jersey,"$75,000 to $99,999",White only,44,Female,Employed - at work,Part time,245,81,30,265,160
South Carolina,"$100,000 to $149,999",White only,18,Male,Employed - at work,Part time,135,130,5,500,340
Idaho,"$15,000 to $19,999",White only,45,Male,Employed - at work,Full time,0,55,215,673,105
Kansas,"$15,000 to $19,999",White only,38,Female,Employed - at work,Full time,0,65,120,655,165
North Carolina,"$60,000 to $74,999",Asian only,35,Female,Employed - at work,Full time,0,110,125,863,180
Arkansas,"$20,000 to $24,999",White only,44,Female,Employed - at work,Full time,490,10,95,542,258
California,"$60,000 to $74,999",White only,43,Male,Employed - at work,Part time,436,38,145,385,138
Kansas,"$10,000 to $12,499",White only,36,Male,Employed - at work,Full time,390,0,0,450,285
Iowa,"$50,000 to $59,999",White only,27,Male,Employed - at work,Full time,450,180,185,495,0
California,"$20,000 to $24,999",Black-American Indian,46,Male,Employed - at work,Part time,375,0,0,600,465
Texas,"Less than $5,000",White only,25,Female,Employed - at work,Part time,0,0,90,960,330
New Jersey,"$100,000 to $149,999",White only,27,Female,Employed - at work,Part time,0,85,375,530,0
Iowa,"$50,000 to $59,999",White-American Indian,42,Female,Employed - at work,Full time,180,140,195,480,312
California,"$35,000 to $39,999",White only,21,Female,Employed - at work,Part time,360,130,30,540,220
Oklahoma,"$60,000 to $74,999",White only,40,Female,Employed - at work,Full time,0,140,10,660,375
Delaware,"$100,000 to $149,999",White only,37,Female,Employed - at work,Full time,574,61,35,490,135
Pennsylvania,"$60,000 to $74,999",White only,29,Male,Employed - at work,Full time,30,110,105,675,240
Louisiana,"$20,000 to $24,999",White only,29,Female,Employed - at work,Full time,0,20,192,539,90
Virginia,"$150,000 and over",White only,35,Male,Employed - at work,Full time,479,102,15,459,140
Oklahoma,"$50,000 to $59,999",White only,35,Female,Employed - at work,Full time,500,20,0,420,470
Utah,"$50,000 to $59,999",White only,32,Female,Employed - at work,Full time,520,20,0,765,45
Rhode Island,"$75,000 to $99,999",White only,39,Male,Employed - at work,Full time,548,65,50,540,205
Minnesota,"$150,000 and over",White only,37,Male,Employed - at work,Full time,587,105,30,495,60
New Jersey,"$100,000 to $149,999",White only,40,Male,Employed - at work,Full time,0,70,300,610,235
Arkansas,"$100,000 to $149,999",White only,29,Female,Employed - at work,Full time,0,39,267,465,315
Illinois,"$25,000 to $29,999",White only,43,Female,Employed - at work,Full time,469,66,5,557,315
Oregon,"$75,000 to $99,999",White only,36,Female,Employed - at work,Full time,420,156,65,435,294
Montana,"$60,000 to $74,999",Black only,38,Female,Employed - at work,Full time,525,71,70,570,45
California,"$60,000 to $74,999",White only,26,Female,Employed - at work,Full time,467,88,90,665,75
